collection;deck;question;correct_answer;wrong_answer_1;wrong_answer_2;wrong_answer_3;hint;explanation;level;difficulty;tags;source;cloze_text;accepted_answers;cloze_answers;cloze_word_bank
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quels éléments sont non pertinents pour la protection d'une base de données ?;Le nombre d'éléments, la nature, l'origine et le support;La structure, l'indépendance et l'accessibilité;La classification, l'arborescence et le moteur de recherche;L'extraction, la réutilisation et la partie substantielle;Revois la différence entre structure et investissement.;Le document précise que le nombre d'éléments, la nature des éléments, leur origine et le support sont non pertinents. Une base peut donc être textuelle, sonore, publique, privée, papier, numérique, en ligne ou hors ligne.;2;moyen;bases-de-donnees|conditions|non-pertinent;2.3 - Droit des bases de données;Pour la protection d'une base de données, le nombre d'éléments, la nature, l'origine et {{le support}} sont non pertinents.;support|nombre nature origine support;le support;le support|La structure, l'indépendance et l'accessibilité|La classification, l'arborescence et le moteur de recherche|L'extraction, la réutilisation et la partie substantielle
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quelle est la durée de protection d'une base de données ?;15 ans à partir de la création ou de la mise à disposition du public;10 ans à partir de la fixation;20 ans à partir du dépôt;70 ans après le décès de l'auteur;-;La protection dure 15 ans. Le délai court à partir de la date de création ou de la mise à disposition du public.;1;facile;bases-de-donnees|duree;2.3 - Droit des bases de données;Une base de données est protégée pendant {{15 ans à partir de la création ou de la mise à disposition du public}}.;15 ans|quinze ans;15 ans à partir de la création ou de la mise à disposition du public;15 ans à partir de la création ou de la mise à disposition du public|10 ans à partir de la fixation|20 ans à partir du dépôt|70 ans après le décès de l'auteur
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Qu'est-ce qui peut remettre à zéro le délai de protection d'une base de données ?;Une mise à jour substantielle;Une simple consultation par un utilisateur;Une revente de la base dans l'Union européenne;Une action en contrefaçon;Revois la différence entre structure et investissement.;Le document indique qu'une mise à jour substantielle remet le délai à zéro. Cela permet une nouvelle période de protection lorsque l'investissement dans la base est renouvelé de manière importante.;2;moyen;bases-de-donnees|duree|mise-a-jour;2.3 - Droit des bases de données;Le délai de protection d'une base de données peut être remis à zéro par {{une mise à jour substantielle}}.;mise à jour substantielle|update substantiel;une mise à jour substantielle;une mise à jour substantielle|Une simple consultation par un utilisateur|Une revente de la base dans l'Union européenne|Une action en contrefaçon
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quel droit le droit sui generis confère-t-il au producteur d'une base de données ?;Interdire l'extraction ou la réutilisation de tout ou partie substantielle de la base sans autorisation;Interdire toute lecture privée de la base;Interdire toute idée inspirée par la base;Interdire uniquement la reproduction du code source;Revois la différence entre structure et investissement.;Le producteur peut interdire l'extraction ou la réutilisation non autorisée de tout ou partie substantielle de la base. Ce droit vise à protéger l'investissement réalisé dans la constitution de la base.;2;moyen;bases-de-donnees|droit-sui-generis|producteur;2.3 - Droit des bases de données;Le producteur peut interdire {{l'extraction ou la réutilisation de tout ou partie substantielle de la base sans autorisation}}.;extraction ou réutilisation|extraction|réutilisation;l'extraction ou la réutilisation de tout ou partie substantielle de la base sans autorisation;l'extraction ou la réutilisation de tout ou partie substantielle de la base sans autorisation|Interdire toute lecture privée de la base|Interdire toute idée inspirée par la base|Interdire uniquement la reproduction du code source
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Donne un exemple de base de données protégée selon le document.;Une bibliographie structurée de publications scientifiques;Un film;Un roman;Une œuvre musicale;-;Le document cite notamment une bibliographie structurée de publications scientifiques comme exemple de base protégée. Ce type d'ensemble repose sur une organisation et des éléments individuellement accessibles.;1;facile;bases-de-donnees|exemple|protege;2.3 - Droit des bases de données;Un exemple de base de données protégée est {{une bibliographie structurée de publications scientifiques}}.;bibliographie structurée|bibliographie structurée de publications scientifiques;une bibliographie structurée de publications scientifiques;une bibliographie structurée de publications scientifiques|Un film|Un roman|Une œuvre musicale
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Pourquoi un annuaire téléphonique trié alphabétiquement peut-il être protégé par le droit des bases de données ?;Parce qu'il organise des éléments indépendants accessibles individuellement, même sans originalité;Parce qu'il est automatiquement brevetable;Parce qu'il protège les numéros comme des idées originales;Parce qu'il est une œuvre musicale unitaire;Revois la différence entre structure et investissement.;Le document cite l'annuaire téléphonique alphabétique comme base protégeable même sans originalité. Sa protection vient de l'organisation et de l'accessibilité individuelle des éléments.;2;moyen;bases-de-donnees|exemple|annuaire;2.3 - Droit des bases de données;Un annuaire téléphonique trié alphabétiquement peut être protégé car il organise des éléments indépendants {{accessibles individuellement}}.;accessibles individuellement|individuellement accessibles;accessibles individuellement;accessibles individuellement|Parce qu'il est automatiquement brevetable|Parce qu'il protège les numéros comme des idées originales|Parce qu'il est une œuvre musicale unitaire
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Pourquoi un film, un roman ou une œuvre musicale ne sont-ils pas protégeables par le régime des bases de données ?;Parce que ce sont des œuvres unitaires et non des bases;Parce qu'ils contiennent trop d'éléments indépendants;Parce qu'ils sont toujours des brevets;Parce qu'ils relèvent uniquement des topographies;Revois la différence entre structure et investissement.;Le document classe le film, le roman et l'oeuvre musicale parmi les éléments non protégeables par ce régime. Ce sont des œuvres unitaires, pas des bases de données.;2;moyen;bases-de-donnees|limite|oeuvre-unitaire;2.3 - Droit des bases de données;Un film, un roman ou une œuvre musicale ne relèvent pas du régime des bases car ce sont {{des œuvres unitaires}}.;œuvres unitaires|oeuvres unitaires;des œuvres unitaires;des œuvres unitaires|Parce qu'ils contiennent trop d'éléments indépendants|Parce qu'ils sont toujours des brevets|Parce qu'ils relèvent uniquement des topographies
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Pourquoi un CD audio ou un film sur DVD n'est-il pas protégé comme base de données selon le document ?;Parce qu'il ne contient pas des éléments indépendants accessibles un par un;Parce qu'il est automatiquement protégé comme topographie;Parce qu'il contient nécessairement un logiciel brevetable;Parce que le support numérique est exclu du régime;Revois la différence entre structure et investissement.;Le document indique qu'un CD audio ou un film sur DVD ne constitue pas une base de données. Il ne contient pas des éléments indépendants accessibles un par un.;2;moyen;bases-de-donnees|support|limite;2.3 - Droit des bases de données;Un CD audio ou un film sur DVD n'est pas une base de données car il ne contient pas {{des éléments indépendants accessibles un par un}}.;éléments indépendants accessibles un par un|elements indépendants accessibles séparément;des éléments indépendants accessibles un par un;des éléments indépendants accessibles un par un|Parce qu'il est automatiquement protégé comme topographie|Parce qu'il contient nécessairement un logiciel brevetable|Parce que le support numérique est exclu du régime
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quelle est la conclusion du document sur le droit des bases de données ?;Il protège la structure et l'effort de compilation, mais pas le contenu brut ni la créativité artistique;Il protège uniquement le contenu brut et les idées;Il remplace totalement le droit d'auteur;Il protège seulement les inventions techniques nouvelles;Revois la différence entre structure et investissement.;La conclusion indique que le droit des bases de données protège la structure et l'effort de compilation. Il ne protège pas le contenu brut ni la créativité artistique.;2;moyen;bases-de-donnees|conclusion;2.3 - Droit des bases de données;Le droit des bases de données protège la structure et l'effort de compilation, mais pas {{le contenu brut ni la créativité artistique}}.;contenu brut ni créativité artistique|contenu brut|créativité artistique;le contenu brut ni la créativité artistique;le contenu brut ni la créativité artistique|Il protège uniquement le contenu brut et les idées|Il remplace totalement le droit d'auteur|Il protège seulement les inventions techniques nouvelles
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Le droit des bases de données remplace-t-il le droit d'auteur ?;Non, il le complète sans le remplacer;Oui, il remplace toujours le droit d'auteur;Oui, mais seulement pour les logiciels;Non, il est totalement sans lien avec le droit d'auteur;-;Le document conclut que le droit des bases de données complète le droit d'auteur. Il ne le remplace pas.;1;facile;bases-de-donnees|droit-auteur|complement;2.3 - Droit des bases de données;Le droit des bases de données {{complète le droit d'auteur sans le remplacer}}.;complète le droit d'auteur sans le remplacer|ne le remplace pas|complète le droit d'auteur;complète le droit d'auteur sans le remplacer;complète le droit d'auteur sans le remplacer|Oui, il remplace toujours le droit d'auteur|Oui, mais seulement pour les logiciels|Non, il est totalement sans lien avec le droit d'auteur
